Facility Id,EPA Website,FRS Id,Company ,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Industry Type (sectors),Total reported direct emissions,CO2 emissions (mt) ,Biogenic CO2 emissions (metric tons),Stationary Combustion,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions 
1002404,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1002404&ds=E&et=&popup=true,110071160528,City Of Gainesville Florida ,"Gainesville Regional Utilities, South Energy Center",Gainesville,FL,32608,1390 SW 14th Ave,ALACHUA COUNTY,29.63791,-82.34004,Natural Gas Power Generation," 25,874 "," 25,847 ", -   ," 25,874 ", 12 , 15 
1001496,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1001496&ds=E&et=&popup=true,110071161612,City Of Gainesville Florida ,J R Kelly,GAINESVILLE,FL,32601,515 SE 5 AVE,Alachua,29.6467,-82.3219,Natural Gas Power Generation," 309,427 "," 309,113 ", -   ,, 143 , 171 
1007434,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1007434&ds=E&et=&popup=true,110071161584,City Of Garland Texas ,Ray Olinger,NEVADA,TX,75173,13835 CTY RD 489,Collin,33.0667,-96.4519,Natural Gas Power Generation," 45,539 "," 45,492 ", -   , 653 , 21 , 25 
1004491,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004491&ds=E&et=&popup=true,110031209966,City Of Garland Texas ,CHARLES M HINTON JR REGIONAL LANDFILL,ROWLETT,TX,75089,3175 ELM GROVE RD,DALLAS COUNTY,32.962749,-96.534024,Municipal Landfill," 214,711 ", 74 , -   , 74 ," 214,637 ", 0 
1000370,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1000370&ds=E&et=&popup=true,110015742829,City Of Garland Texas ,CITY OF GARLAND CASTLE DRIVE LANDFILL,GARLAND,TX,75040,3637 CASTLE DR,DALLAS COUNTY,32.933331,-96.583893,Municipal Landfill," 59,905 ",, -   ,," 59,905 ",
1005478,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1005478&ds=E&et=&popup=true,110040494523,City Of Gary Indiana ,Gary Sanitary Closed Landfill,Gary,IN,46402,1900  Burr St,LAKE COUNTY,41.5837,-87.4089,Municipal Landfill," 19,419 ",, -   ,," 19,419 ",
1005973,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1005973&ds=E&et=&popup=true,110009935035,City Of Glasgow Kentucky ,GLASGOW LANDFILL,GLASGOW,KY,42141,400 GLEN GARRY RD,BARREN COUNTY,36.988889,-85.965,Municipal Landfill," 124,356 ",, -   ,," 124,356 ",
1003683,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1003683&ds=E&et=&popup=true,110002373486,City Of Glendale - Az ,CITY OF GLENDALE - LANDFILL,GLENDALE,AZ,85301,11480 WEST GLENDALE AVENUE,MARICOPA COUNTY,33.53645,-112.30267,Municipal Landfill," 44,455 ",, -   ,," 44,455 ",
1006628,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1006628&ds=E&et=&popup=true,110013829330,City Of Glendale California ,Grayson Power Plant,GLENDALE,CA,91201,800 AIR WAY,Los Angeles,34.1556,-118.2782,Natural Gas Power Generation," 72,249 "," 72,175 ", -   ," 3,323 ", 34 , 40 
1005462,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1005462&ds=E&et=&popup=true,110071159901,City Of Gloversville New York ,Closed City of Gloversville Landfill,Gloversville,NY,12078,,FULTON COUNTY,43.04878,-74.3107,Municipal Landfill," 16,541 ",, -   ,," 16,541 ",
1004044,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004044&ds=E&et=&popup=true,110010350217,City Of Grand Forks North Dakota ,GRAND FORKS LANDFILL,GRAND FORKS,ND,58206,2350 83RD ST NORTH,GRAND FORKS COUNTY,47.944,-97.146556,Municipal Landfill," 39,863 ", 147 , -   , 147 ," 39,716 ",
1011959,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1011959&ds=E&et=&popup=true,110071161766,City Of Grand Forks North Dakota ,Grand Forks Active Landfill,Grand Forks,ND,58203,,GRAND FORKS COUNTY,47.980171,-97.117604,Municipal Landfill," 55,872 ", 49 , -   , 49 ," 55,824 ",
1001960,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1001960&ds=E&et=&popup=true,110001979592,City Of Grand Island Nebraska ,Grand Island Regional Landfill,Shelton,NE,68876,19550 W Husker Hwy,HALL COUNTY,40.88889,-98.713364,Municipal Landfill," 88,696 ", 35 , -   , 35 ," 88,662 ",
1000090,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1000090&ds=E&et=&popup=true,110070393975,City Of Grand Prairie Texas ,CITY OF GRAND PRAIRIE LANDFILL,GRAND PRAIRIE,TX,75050,1102 MACARTHUR BLVD,DALLAS COUNTY,32.771292,-96.96002,Municipal Landfill," 95,546 ",, -   ,," 95,546 ",
1006978,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1006978&ds=E&et=&popup=true,110009717039,City Of Greensboro North Carolina ,CITY OF GREENSBORO WHITE STREET LANDFILL,GREENSBORO,NC,27405,2503 WHITE STREET,GUILFORD COUNTY,36.1089,-79.72148,Municipal Landfill," 206,467 ",, -   ,," 206,467 ",
1004423,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004423&ds=E&et=&popup=true,110071159214,City Of Greenville South Carolina ,City of Greenville Closed Landfill,Greenville,SC,29607,684 Mauldin Road,GREENVILLE COUNTY,34.80839,-82.334338,Municipal Landfill," 27,980 ",, -   ,," 27,980 ",
1000564,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1000564&ds=E&et=&popup=true,110001888994,City Of Hampton Virginia ,HAMPTON/NASA STEAM PLANT,HAMPTON,VA,23666,50 WYTHE CREEK ROAD,HAMPTON CITY,37.1006,-76.39072,Power Generation - Oil and Other Fuel," 20,184 "," 19,114 "," 28,210 "," 20,184 ", 418 , 653 
1002159,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1002159&ds=E&et=&popup=true,110034137324,City Of Hastings Nebraska ,HASTINGS LANDFILL,HASTINGS,NE,68901,220 N HASTINGS AVE,ADAMS COUNTY,40.5717,-98.4346,Municipal Landfill," 48,058 ", 78 , -   , 78 ," 47,980 ",
1002484,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1002484&ds=E&et=&popup=true,110071161189,City Of Hibbing Minnesota ,HIBBING PUBLIC UTILITIES COMMISSION,HIBBING,MN,55746,1832 6TH AVENUE EAST,ST. LOUIS COUNTY,47.429706,-92.935297,Coal Power Generation," 55,979 "," 55,322 "," 43,425 "," 55,979 ", 116 , 540 
1000365,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1000365&ds=E&et=&popup=true,110064780349,City Of High Point North Carolina ,Kersey Valley MSW Landfill,High Point,NC,27261,3940 E. Kivett Drive,GUILFORD COUNTY,35.95637,-79.928139,Municipal Landfill," 104,607 ",, -   ,," 104,607 ",
1001106,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1001106&ds=E&et=&popup=true,110040862527,City Of Holland Michigan ,48th Street Peaking Station,HOLLAND,MI,49423,491 E 48TH ST,Allegan,42.7553,-86.0853,Natural Gas Power Generation," 55,105 "," 55,049 ", -   , 115 , 26 , 30 
1013054,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1013054&ds=E&et=&popup=true,110071162032,City Of Holland Michigan ,Holland Energy Park,Holland,MI,49423,1 Energy Park Way,OTTAWA COUNTY,42.793444,-86.089528,Natural Gas Power Generation," 327,084 "," 326,752 ", -   , 955 , 152 , 181 
1012957,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1012957&ds=E&et=&popup=true,110033719144,City Of Houston Texas ,George Bush Intercontinental Airport,Houston,TX,77032,2800 North Terminal Road,HARRIS COUNTY,29.987323,-95.34875,Manufacturing," 26,067 "," 26,041 ", -   ," 26,067 ", 12 , 15 
1007736,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1007736&ds=E&et=&popup=true,110043970370,City Of Humboldt California ,Cummings Road Landfill,Eureka,CA,95503,5775 Cummings Road,HUMBOLDT COUNTY,40.76235,-124.08941,Municipal Landfill," 15,563 ",, -   ,," 15,563 ",
1003812,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1003812&ds=E&et=&popup=true,110034132793,City Of Iowa City Iowa ,IOWA CITY SANITARY LANDFILL,IOWA CITY,IA,52246,3900 HEBL AVE SW,JOHNSON COUNTY,41.653529,-91.628034,Municipal Landfill," 24,884 ", 93 , -   , 93 ," 24,791 ", 0 
1006634,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1006634&ds=E&et=&popup=true,110043972065,City Of Irving Texas ,City of Irving/ Hunter Ferrell Landfill,Irving,TX,75060,825 W. Irving Blvd.,DALLAS COUNTY,32.81353,-96.95529,Municipal Landfill," 141,221 ",, -   ,," 141,221 ",
1007897,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1007897&ds=E&et=&popup=true,110002376919,City Of Jacksonville ,TRAIL RIDGE LANDFILL INC,BALDWIN,FL,32234,5110 U.S. HIGHWAY 301,DUVAL COUNTY,30.231429,-82.003313,Municipal Landfill," 36,488 "," 1,041 ", -   ," 1,045 "," 35,445 ", 2 
1002512,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1002512&ds=E&et=&popup=true,110030493366,City Of Jacksonville Texas ,ROYAL OAKS LANDFILL,JACKSONVILLE,TX,75766,608 CR 4102,CHEROKEE COUNTY,32.0022,-95.268,Municipal Landfill," 103,722 ",, -   ,," 103,722 ",
1000784,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1000784&ds=E&et=&popup=true,110000328235,City Of Jamestown New York ,S A Carlson,JAMESTOWN,NY,14702,136 STEELE ST,Chautauqua,42.0917,-79.2417,Natural Gas Power Generation," 39,969 "," 39,929 ", -   ," 1,027 ", 19 , 22 
1004328,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004328&ds=E&et=&popup=true,110071162436,City Of Janesville Wisconsin ,JANESVILLE CITY/ROCK COUNTY LANDFILL,JANESVILLE,WI,53547,18 NORTH JACKSON STREET,ROCK COUNTY,42.68186,-89.02731,Municipal Landfill," 143,958 ",, -   ,," 143,958 ",
1003227,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1003227&ds=E&et=&popup=true,110001864545,City Of Johnson City ,IRIS GLEN ENVIRONMENTAL CENTER,JOHNSON CITY,TN,37601,1705 E. MAIN STREET,WASHINGTON COUNTY,36.32565,-82.32901,Municipal Landfill," 29,615 ", 209 , -   , 209 ," 29,406 ",
1002340,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1002340&ds=E&et=&popup=true,110013947881,City Of Lagrange Georgia ,CITY OF LA GRANGE LANDFILL,LAGRANGE,GA,30241,2233 GREENVILLE ROAD,TROUP COUNTY,33.0478,-84.9557,Municipal Landfill," 8,597 ",, -   ,," 8,597 ",
1004420,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004420&ds=E&et=&popup=true,110000364098,City Of Lake Worth Florida ,Tom G.Smith Power Plant,Lake Worth,FL,33461,117 College Street,PALM BEACH COUNTY,26.6125,-80.0678,Natural Gas Power Generation," 2,045 "," 2,043 ", -   ," 2,007 ", 1 , 1 
1001500,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1001500&ds=E&et=&popup=true,110000364882,City Of Lakeland Florida ,C D McIntosh Jr Power Plant,LAKELAND,FL,33801,3030 E LAKE PARKER DR,Polk,28.0809,-81.9256,Natural Gas Power Generation," 917,098 "," 916,166 ", -   , 583 , 425 , 507 
1001499,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1001499&ds=E&et=&popup=true,110071161613,City Of Lakeland Florida ,Charles Larsen Memorial Power Plant,LAKELAND,FL,33801,2002 E RD 92,Polk,28.0491,-81.9238,Natural Gas Power Generation," 109,121 "," 109,009 ", -   , -   , 51 , 61 
1004460,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004460&ds=E&et=&popup=true,110062120164,City Of Laredo ,City of Laredo Landfill,Laredo,TX,78044,6912 US Hwy 359,WEBB COUNTY,27.49694,-99.40444,Municipal Landfill," 178,409 ",, -   ,," 178,409 ",
1004993,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004993&ds=E&et=&popup=true,110001650188,City Of Lawton ,LAWTON LANDFILL,LAWTON,OK,73501,8902 SW 11th STREET,COMANCHE COUNTY,34.523567,-98.401086,Municipal Landfill," 94,988 ",, -   ,," 94,988 ",
1006421,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1006421&ds=E&et=&popup=true,110034168576,City Of Lebanon New Hampshire ,LEBANON LANDFILL AND RECYCLING CENTER,WEST LEBANON,NH,03784,"370 PLAINFIELD ROAD, RTE 12-A",GRAFTON COUNTY,43.612789,-72.326669,Municipal Landfill," 7,059 ", 77 , -   , 77 ," 6,982 ",
1002546,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1002546&ds=E&et=&popup=true,110063626697,City Of Lee'S Summit Missouri ,LEE\S SUMMIT RESOURCE RECOVERY PARK,LEE\S SUMMIT,MO,64082,2101 SOUTHEAST HAMBLEN ROAD,JACKSON COUNTY,38.88453,-94.359391,Municipal Landfill," 38,154 ",, -   ,," 38,154 ",
1002158,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1002158&ds=E&et=&popup=true,110001515129,City Of Lincoln Nebraska ,BLUFF ROAD LANDFILL,LINCOLN,NE,68517,6001 BLUFF RD,LANCASTER COUNTY,40.9147,-96.6408,Municipal Landfill," 103,214 ", 81 , -   , 81 ," 103,133 ", 0 
1007970,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1007970&ds=E&et=&popup=true,110034136959,City Of Lincoln Nebraska ,NORTH 48TH STREET LANDFILL,LINCOLN,NE,68504,5101 NORTH 48TH STREET,LANCASTER COUNTY,40.86692,-96.65328,Municipal Landfill," 66,733 ", 15 , -   , 15 ," 66,718 ",
1004543,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004543&ds=E&et=&popup=true,110001700213,City Of Little Rock Arkansas ,LITTLE ROCK CITY SW LANDFILL,LITTLE ROCK,AR,72206,10803 IRONTON CUTOFF ROAD,PULASKI COUNTY,34.649028,-92.296361,Municipal Landfill," 98,205 ", 151 , -   , 151 ," 98,054 ",
1003949,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1003949&ds=E&et=&popup=true,110020047858,City Of Logan Utah ,CITY OF LOGAN LANDFILL,LOGAN,UT,84321,1400 WEST 200 NORTH,CACHE COUNTY,41.731597,-111.885778,Municipal Landfill," 53,739 ", 13 , -   , 13 ," 53,725 ",
1013635,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1013635&ds=E&et=&popup=true,110070619182,City Of Logan Utah ,North Valley Landfill,Clarkston,UT,84305,14200 North Stink Creek Road,CACHE COUNTY,41.93394,-112.0457,Municipal Landfill," 8,263 ",, -   ,," 8,263 ",
1004868,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004868&ds=E&et=&popup=true,110017397137,City Of Lompoc California ,CITY OF LOMPOC SANITARY LANDFILL,LOMPOC,CA,93436,700 SOUTH AVALON ROAD,SANTA BARBARA COUNTY,34.6254,-120.4831,Municipal Landfill," 15,424 ",, -   ,," 15,424 ",
1003340,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1003340&ds=E&et=&popup=true,110028037915,City Of Long Beach California (61.5%); County Sanitation District No 2 Of Los Angeles County (38.5%),Southeast Resource Recovery Facility (SERRF),LONG BEACH,CA,90802,120 PIER S. AVE,LOS ANGELES COUNTY,33.758239,-118.240812,Solid Waste Combustion," 142,714 "," 134,611 "," 204,589 "," 142,714 "," 3,160 "," 4,943 "
1001984,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1001984&ds=E&et=&popup=true,110001200851,City Of Los Angeles California ,Los Angeles International Airport (LAX),Los Angeles,CA,90045,275 Center Way,LOS ANGELES COUNTY,33.943608,-118.404692,Manufacturing," 28,963 "," 28,934 ", -   ," 28,963 ", 14 , 16 
1001455,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1001455&ds=E&et=&popup=true,110002422815,City Of Los Angeles California ,Harbor Generating Station,WILMINGTON,CA,90744,161 N ISLAND AVE,Los Angeles,33.7691,-118.2662,Natural Gas Power Generation," 65,939 "," 65,870 ", -   ,, 31 , 37 
1006097,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1006097&ds=E&et=&popup=true,110065702528,City Of Los Angeles California ,Haynes Generating Station,LONG BEACH,CA,90803,6801 E 2ND ST,Los Angeles,33.7639,-118.0942,Natural Gas Power Generation," 1,066,584 "," 1,065,481 ", -   , 2 , 503 , 600 
1001456,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1001456&ds=E&et=&popup=true,110000914734,City Of Los Angeles California ,Scattergood Generating Station,PLAYA DEL REY,CA,90293,12700 VISTA DEL MAR,Los Angeles,33.9175,-118.4258,Natural Gas Power Generation," 760,624 "," 759,838 ", -   ,, 359 , 428 
1001457,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1001457&ds=E&et=&popup=true,110012444417,City Of Los Angeles California ,Valley Generating Station,SUN VALLEY,CA,91352,11801 SHELDON ST,Los Angeles,34.2481,-118.3903,Natural Gas Power Generation," 789,367 "," 788,551 ", -   , 2 , 373 , 444 
1006107,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1006107&ds=E&et=&popup=true,110013961089,City Of Los Angeles California ,LOPEZ CANYON LANDFILL,LAKE VIEW TERRACE,CA,91342,11950 LOPEZ CANYON RD,LOS ANGELES COUNTY,34.28842,-118.40075,Municipal Landfill," 152,271 ",, -   ,," 152,271 ",
1006089,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1006089&ds=E&et=&popup=true,110013959895,City Of Los Angeles California ,TOYON CANYON PARK RECLAMATION PROJECT,LOS ANGELES,CA,90027,5050 MOUNT HOLLYWOOD DRIVE,LOS ANGELES COUNTY,34.1441,-118.3012,Municipal Landfill," 78,007 ",, -   ,," 78,007 ",
1005482,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1005482&ds=E&et=&popup=true,110071159907,City Of Lubbock Texas ,Caliche Canyon Landfill,Lubbock,TX,79403,8425 North Avenue P,LUBBOCK COUNTY,33.655501,-101.775171,Municipal Landfill," 67,671 ",, -   ,," 67,671 ",
1005480,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1005480&ds=E&et=&popup=true,110071159905,City Of Lubbock Texas ,West Texas Region Disposal Facility,Abernathy,TX,79311,17304 North FM 2528,HALE COUNTY,33.866995,-101.866362,Municipal Landfill," 131,628 ",, -   ,," 131,628 ",
1000955,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1000955&ds=E&et=&popup=true,110071160702,City Of Lubbock Texas Texas ,Alex Ty Cooke Generating Station,LUBBOCK,TX,79404,3500 E SLATON HWY,Lubbock,33.5211,-101.7906,Natural Gas Power Generation," 12,410 "," 12,398 ", -   ," 12,410 ", 6 , 7 
1000395,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1000395&ds=E&et=&popup=true,110071161585,City Of Lubbock Texas Texas ,J Robert Massengale Generating Station,LUBBOCK,TX,79401,402 Massengale Drive,Lubbock,33.6039,-101.8408,Natural Gas Power Generation," 8,197 "," 8,189 ", -   ,, 4 , 4 
1006602,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1006602&ds=E&et=&popup=true,110071161068,City Of Lubbock Texas Texas ,LUBBOCK POWER & LIGHT BRANDON STATION,LUBBOCK,TX,79409,,LUBBOCK COUNTY,33.585139,-101.88625,Natural Gas Power Generation," 8,080 "," 8,072 ", -   ," 8,080 ", 4 , 4 
1003865,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1003865&ds=E&et=&popup=true,110002025692,City Of Midland Michigan ,CITY OF MIDLAND MUNICIPAL SOLID WASTE FACILITY,MIDLAND,MI,48642,4311 E. ASHMAN ST.,MIDLAND COUNTY,43.626641,-84.174323,Municipal Landfill," 154,775 ", 261 ," 5,370 ", 289 ," 154,494 ", 20 
1002538,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1002538&ds=E&et=&popup=true,110039868168,City Of Midland Texas Texas ,City of Midland MSW Landfill,Midland,TX,79701,300 N. Loraine,MIDLAND COUNTY,32.00004,-102.07569,Municipal Landfill," 129,419 ",, -   ,," 129,419 ",
1003813,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1003813&ds=E&et=&popup=true,110066291505,City Of Modesto California (50%); County Of Stanislaus California (50%),GEER ROAD LANDFILL,MODESTO,CA,95351,750 GEER ROAD,STANISLAUS COUNTY,37.625428,-120.847643,Municipal Landfill," 14,065 ",, -   ,," 14,065 ",
1006957,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1006957&ds=E&et=&popup=true,110025364040,City Of Montgomery Alabama ,MONTGOMERY CITY OF,MONTGOMERY,AL,36104,115 DIVISION ST,MONTGOMERY COUNTY,32.408915,-86.320026,Municipal Landfill," 132,052 ",, -   ,," 132,052 ",
1011631,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1011631&ds=E&et=&popup=true,110064252491,City Of Morrilton Arkansas ,Morrilton Sanitary Landfill,Morrilton,AR,72110,51 Dump Road,CONWAY COUNTY,35.129664,-92.701614,Municipal Landfill," 45,699 ",, -   ,," 45,699 ",
1004541,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004541&ds=E&et=&popup=true,110014060504,City Of Morris Illinois ,Morris Community Landfill,Morris,IL,60450,1501 Ashley Rd,GRUNDY COUNTY,41.372551,-88.403155,Municipal Landfill," 39,599 ",, -   ,," 39,599 ",
1002513,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1002513&ds=E&et=&popup=true,110030747716,City Of Mt Pleasant ,PLEASANT OAKS LANDFILL,MT PLEASANT,TX,75455,3031 FARM ROAD 3417,TITUS COUNTY,33.1167,-95.0143,Municipal Landfill," 47,795 ",, -   ,," 47,795 ",
1002457,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1002457&ds=E&et=&popup=true,110031222102,City Of Nacogdoches ,City of Nacogdoches Landfill,Nacogdoches,TX,75964,4602 NW Stallings Drive,NACOGDOCHES COUNTY,31.648515,-94.681272,Municipal Landfill," 69,033 ",, -   ,," 69,033 ",
1004751,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004751&ds=E&et=&popup=true,110001523405,City Of Nashua Department Of Public Works ,FOUR HILLS LANDFILL,NASHUA,NH,03062,840 WEST HOLLIS STREET,HILLSBOROUGH COUNTY,42.731563,-71.520521,Municipal Landfill," 10,448 ", 11 , -   , 11 ," 10,437 ",
1001581,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1001581&ds=E&et=&popup=true,110071161191,City Of New York New York ,Edgemere Landfill,Far Rockaway,NY,11691,51st and Almeda Street,QUEENS COUNTY,40.602435,-73.762495,Municipal Landfill," 23,779 ",, -   ,," 23,779 ",
1002843,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1002843&ds=E&et=&popup=true,110063272373,City Of New York New York ,Fresh Kills Landfill,Staten Island,NY,10312,1010 Muldoon Avenue,RICHMOND COUNTY,40.565216,-74.193377,Municipal Landfill," 122,341 "," 2,688 ", -   ," 2,694 "," 119,649 ", 4 
1014285,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1014285&ds=E&et=&popup=true,110019914020,City Of Newton Iowa ,City of Newton Sanitary Landfill,Newton,IA,50208,3202 Highway 14 South,JASPER COUNTY,41.67033,-93.07646,Municipal Landfill," 27,005 ",, -   ,," 27,005 ",
1002593,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1002593&ds=E&et=&popup=true,110010387713,City Of Northampton Massachusetts ,NORTHAMPTON LANDFILL,NORTHAMPTON,MA,01060,170 GLENDALE RD,HAMPSHIRE COUNTY,42.29416,-72.71669,Municipal Landfill," 16,172 ", 2 , -   , 2 ," 16,171 ",
1002855,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1002855&ds=E&et=&popup=true,110071161336,City Of Okmulgee Oklahoma ,City of Okmulgee Landfill,Okmulgee,OK,74447,,OKMULGEE COUNTY,35.603247,-95.890227,Municipal Landfill," 31,979 ",, -   ,," 31,979 ",
1003263,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1003263&ds=E&et=&popup=true,110040850184,City Of Orrville Ohio ,ORRVILLE MUNICIPAL POWER PLANT,ORRVILLE,OH,44667,1100 PERRY STREET,WAYNE COUNTY,40.8512,-81.7659,Coal Power Generation," 44,618 "," 44,419 ", 3 ," 44,618 ", 13 , 186 
1002545,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1002545&ds=E&et=&popup=true,110000385878,City Of Painesville Ohio ,PAINESVILLE MUNICIPAL ELECTRIC PLANT,PAINESVILLE,OH,44077,325 RICHMOND STREET,LAKE COUNTY,41.726396,-81.254031,Coal Power Generation, 904 , 902 , -   , 904 , 0 , 2 
1005865,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1005865&ds=E&et=&popup=true,110007032521,City Of Palo Alto California ,PALO ALTO LANDFILL AND RECYCLING CENTER,PALO ALTO,CA,94303,2380 EMBARCADERO ROAD,SANTA CLARA COUNTY,37.44787,-122.10351,Municipal Landfill, 987 ,, -   ,, 987 ,
1002705,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1002705&ds=E&et=&popup=true,110071161221,City Of Pampa Texas ,City of Pampa Landfill,Pampa,TX,79065,,GRAY COUNTY,35.575,-100.9333,Municipal Landfill," 29,598 ",, -   ,," 29,598 ",
1001459,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1001459&ds=E&et=&popup=true,110071161556,City Of Pasadena California ,Glenarm,PASADENA,CA,91105,43 EAST STATE ST,Los Angeles,34.1256,-118.1474,Natural Gas Power Generation," 29,052 "," 29,022 ", -   ," 2,016 ", 14 , 16 
1004261,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004261&ds=E&et=&popup=true,110071161804,City Of Phoenix Arizona ,CITY OF PHOENIX - SKUNK CREEK LANDFILL,PHOENIX,AZ,85027,3165 WEST HAPPY VALLEY ROAD,MARICOPA COUNTY,33.71267,-112.12774,Municipal Landfill," 18,456 ",, -   ,," 18,456 ",
1006280,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1006280&ds=E&et=&popup=true,110002574633,City Of Phoenix Arizona ,CITY OF PHOENIX 27TH AVE LANDFILL,PHOENIX,AZ,85009,3060 S 27TH AVE,MARICOPA COUNTY,33.4192,-112.11763,Municipal Landfill," 31,090 ",, -   ,," 31,090 ",
1004121,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004121&ds=E&et=&popup=true,110031036313,City Of Phoenix Arizona ,SR 85 LANDFILL,BUCKEYE,AZ,85326,28633 W PATTERSON RD,MARICOPA COUNTY,33.1898,-112.67612,Municipal Landfill," 174,229 ",, -   ,," 174,229 ",
