field_1,Applicant Name,Alias,Well Name,Project Name,Company website,Document Website,Well Applications,EPA Region,Well Class,Well Type,State,County/Parish,Latitude,Longitude,Lambert X (1927 LAMBERT COORDINATE STANDARD),Lambert Y (1927 LAMBERT COORDINATE STANDARD),Location,Comments,Injection Rate,Years,Total Volume,New Louisiana Well No,NDIC File No.,Louisiana Well No,API,UIC Application Num,Approval Ownership,Well Number,Permit Status,Application Received Date,NOD 1 Sent,NOD 1 Response Rec'd,NOD 2 Sent,NOD 2 Response Rec'd,NOD 3 Sent,NOD 3 Response Rec'd,Completeness Review - Estimated Date,Completeness Review - Actual Date,RAI 1 Sent,RAI 1 Response Rec'd,RAI 2 Sent,RAI 2 Response Rec'd,RAI 3 Sent,RAI 3 Response Rec'd,RAI 4 Sent,RAI 4 Response Rec'd,RAI 5 Sent,RAI 5 Response Rec'd,RAI 6 Sent,RAI 6 Response Rec'd,RAI 7 Sent,RAI 7 Response Rec'd,RAI 8 Sent,RAI 8 Response Rec'd,RAI 9 Sent,RAI 9 Response Rec'd,RAI 10 Sent,RAI 10 Response Rec'd,Technical Review  - Estimated Date,Technical Review - Actual Date,On Hold Start Date,On Hold End Date,Draft Permit- Estimated Date,Draft Permit - Actual Date,Public Comment  Period - Estimated Date,Public Comment Period - Actual Date,Final Permit Decision- Estimated Date,Final Permit Decision- Actual Date,2nd Public Comment Period - Estimated,2nd Public Comment Period - Actual,2nd Prepare Final Permit Decision - Estimated,2nd Prepare Final Permit Decision - Actual,Application Received by State,Declared Administratively Complete by State,start of State Technical Review,layer,path
,Air Products Blue Energy Llc,Air Products,Maurepas S Inj,LCEC Carbon Sequestration Site south,https://www.airproducts.com/company/innovation/carbon-capture,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976031,"1",,VI,Geologic Sequestration,Louisiana,,,,,,,"Expedited Review Approved Dnrms1000551 - Mba
Invoice No.
Dnrco0000023",,,,,,,,45344,Louisiana,,,7/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Air Products Blue Energy Llc,Air Products,Maurepas S Inj,LCEC Carbon Sequestration Site south,https://www.airproducts.com/company/innovation/carbon-capture,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976031,"1",,VI,Geologic Sequestration,Louisiana,,,,,,,"Expedited Review Approved Dnrms1000551 - Mba
Invoice No.
Dnrco0000023",,,,,,,,45345,Louisiana,,,7/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Air Products Blue Energy Llc,Air Products,Maurepas S Inj,LCEC Carbon Sequestration Site south,https://www.airproducts.com/company/innovation/carbon-capture,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976031, 1,,VI,Geologic Sequestration,Louisiana,,,,,,,"Expedited Review Approved Dnrms1000551 - Mba
Invoice No.
Dnrco0000023",,,,,,,,45346,Louisiana,,,7/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Air Products Blue Energy Llc,Air Products,Maurepas S Inj,LCEC Carbon Sequestration Site south,https://www.airproducts.com/company/innovation/carbon-capture,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976031,"1",,VI,Geologic Sequestration,Louisiana,,,,,,,"Expedited Review Approved Dnrms1000551 - Mba
Invoice No.
Dnrco0000023",,,,,,,,45347,Louisiana,,,7/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Air Products Blue Energy Llc,Air Products,Maurepas S Inj,LCEC Carbon Sequestration Site south,https://www.airproducts.com/company/innovation/carbon-capture,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976031,"1",,VI,Geologic Sequestration,Louisiana,,,,,,,"Expedited Review Approved Dnrms1000551 - Mba
Invoice No.
Dnrco0000023",,,,,,,,45348,Louisiana,,,7/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Bkverde Llc,,Ciel,,https://www.verdeco2.com/,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Invoice No. 1290660 - Mja/Eng 5/22/24
Dnrco0000017",,,,,,,,45078,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Bkverde Llc,Verde CO2,Soleil,Donaldsonville,https://www.verdeco2.com/,,"1",,V,Strat Test,Louisiana,ASCENSION,,,,,"S28° 11'41"" E 13,930.13' From Ngs Mon. ""Donaldsonville","Oper To Submit The Rest Of Application. Please Bring To Patrick R Once Received.
Uic-25 Strat Test New Drill
Invoice # 1293286",,,,,,,,45431,Louisiana,,,8/13/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,"Capio Maurepas Sequestration, Llc",Fidelis,Maurepas Wma Injection Well,Maurepas WMA Sequestration Pro-ect,https://fidelisinfra.com/project/capio-sequestration/,,"2",,VI,Geologic Sequestration,Louisiana,SAINT JOHN THE BAPTIST,,,,,,,,,,,,,,45321,Louisiana,,,6/3/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,"Capio Maurepas Sequestration, Llc",Fidelis,Maurepas Wma Injection Well,Maurepas WMA Sequestration Pro-ect,https://fidelisinfra.com/project/capio-sequestration/,,"2",,VI,Geologic Sequestration,Louisiana,SAINT JOHN THE BAPTIST,,,,,,,,,,,,,,45322,Louisiana,,,6/3/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,"Capio Sequestration, Llc",Fidelis,Capio Test,Capio Sherburne CCS Well #1,https://fidelisinfra.com/project/capio-sequestration/,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=975895,"1",,V,Strat Test,Louisiana,IBERVILLE,,,2023448,565269,"South 10 °26'23""East 12,512.60 Ft From A Pipe At The South Corner Of The Property","Application Withdrawn Per Email Dated 8/15/22-Hhh
Geology Review 6/29/22 -Jw
Public Notice Received 12/28/2021; Passed To L. Sorey 1/4/2022  --Gr
Uic-25 New Drill  --Gr",,,,,,,,43000,Louisiana,,,11/29/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,"Capio Sequestration, Llc",Fidelis,Sherburne,Capio Sherburne CCS Well #1,https://fidelisinfra.com/project/capio-sequestration/,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=975895,"1",,V,Strat Test,Louisiana,POINTE COUPEE,,,1879985,679674,"Located In Sec24/Twn 6 South/Rng 7 East; Intersection Of Cntrlines Of La Hwy 975 And Mainroad Of Sherburne Wma; Thence North 16Deg 50Min 2Sec East For 5399.37 Ft","Invoice # 1244430
Uic-25 Class V New Drill  --Gr",,,,975895,,975895,17077880290000,43033,Louisiana,,,1/10/2022,,,,,,,,3/24/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,"Capio Sequestration, Llc",Fidelis,Sherburne,Capio Sherburne CCS Well #1,https://fidelisinfra.com/project/capio-sequestration/,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=975895,"1",,VI,Geologic Sequestration,Louisiana,,,,,,,"Expedited Review Approved - Dnrms1000514 - Mba
Invoice No. 1290565
Dnrco0000006
Deemed Adminstratively Complete 4/30/2024
Technical Review Began 4/30/2024 - Jok",,,,,,,,45041,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Capturepoint Llc,CapturePoint,Martin Strat Test,CCS 2 - Wilcox 2,https://www.capturepointllc.com/,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976002,"1",,V,Strat Test,Louisiana,VERNON,,,1858032,207343,"Surface Location To Be +/- 2038' From The South Line And +/- 2169 From The East Line Of Section 14, Located In Scection 14, T3N-R6W, Vernon Parish, Louisiana","Invoice 1257854
Uic-25 Class V Strat Test Application
",,,,976002,,976002,17115880900000,43658,Louisiana,,,10/24/2022,,,,,,,,1/27/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Capturepoint Llc,,R1-Ccs,Rapides,,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Invoice No. 1290561
Rapides Project - Dnrco0000004",,,,,,,,45033,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Capturepoint Llc,,R1-Ccs,Rapides,,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Invoice No. 1290561
Rapides Project - Dnrco0000004",,,,,,,,45034,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Capturepoint Llc,,R1-Ccs,Rapides,,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Invoice No. 1290561
Rapides Project - Dnrco0000004",,,,,,,,45035,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Capturepoint Llc,,R1-Ccs,Rapides,,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Invoice No. 1290561
Rapides Project - Dnrco0000004",,,,,,,,45036,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Capturepoint Llc,,R1-Ccs,Rapides,,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Invoice No. 1290561
Rapides Project - Dnrco0000004",,,,,,,,45037,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Capturepoint Llc,,R1-Ccs,Rapides,,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Invoice No. 1290561
Rapides Project - Dnrco0000004",,,,,,,,45038,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Capturepoint Llc,,V1-Ccs,,,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Expedited Review Approved - Dnrms1000616 - Mba
Invoice No. 1290650 - Mja/Eng 5/22/24
Vernon Parish Project - Dnrco0000010",,,,,,,,45048,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Capturepoint Llc,,V1-Ccs,,,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Expedited Review Approved - Dnrms1000616 - Mba
Invoice No. 1290650 - Mja/Eng 5/22/24
Vernon Parish Project - Dnrco0000010",,,,,,,,45049,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Capturepoint Llc,,V1-Ccs,,,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Expedited Review Approved - Dnrms1000616 - Mba
Invoice No. 1290650 - Mja/Eng 5/22/24
Vernon Parish Project - Dnrco0000010",,,,,,,,45050,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Capturepoint Llc,,V1-Ccs,,,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Expedited Review Approved - Dnrms1000616 - Mba
Invoice No. 1290650 - Mja/Eng 5/22/24
Vernon Parish Project - Dnrco0000010",,,,,,,,45051,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Capturepoint Llc,,V1-Ccs,,,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Expedited Review Approved - Dnrms1000616 - Mba
Invoice No. 1290650 - Mja/Eng 5/22/24
Vernon Parish Project - Dnrco0000010",,,,,,,,45052,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Capturepoint Llc,,V1-Ccs,,,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Expedited Review Approved - Dnrms1000616 - Mba
Invoice No. 1290650 - Mja/Eng 5/22/24
Vernon Parish Project - Dnrco0000010",,,,,,,,45053,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Cleco Power Llc,CLECO Power,Cldv-Stw1,Diamond Vault,https://www.cleco.com/media/press-releases/detail/2022/04/11/cleco-power-launches-major-louisiana-economic-initiative-project-diamond-vault,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976164,        1,,V,Strat Test,Louisiana,RAPIDES,,,1931432,268271,"From The Ngs Monument ""F3765"" Go N 86 Degrees 1' 24'' E  6714' To Location In Sec 18, T5N-R3W In Rapides Parish","Nod Documents Received 10/30/2023 And Passed To Scott St. Romain  --Gr
Invoice 1276166
Uic-25 Strat Test",,,,976164,,976164,17079880760000,44451,Louisiana,,,9/7/2023,,,,,,,,5/2/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Cleco Power Llc,CLECO Power,Cldv-Iw1,Diamond Vault,https://www.cleco.com/media/press-releases/detail/2022/04/11/cleco-power-launches-major-louisiana-economic-initiative-project-diamond-vault,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976164,        1,,VI,Geologic Sequestration,Louisiana,,,,,,,"Invoice No. 1290654 - Mja/Eng 5/22/24
Dnrco0000012",,,,,,,,45059,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Cleco Power Llc,CLECO Power,Cldv-Iw2,Diamond Vault,https://www.cleco.com/media/press-releases/detail/2022/04/11/cleco-power-launches-major-louisiana-economic-initiative-project-diamond-vault,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976164,        1,,VI,Geologic Sequestration,Louisiana,,,,,,,"Invoice No. 1290654 - Mja/Eng 5/22/24
Dnrco0000012",,,,,,,,45060,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Cleco Power Llc,CLECO Power,Cldv-Iw3,Diamond Vault,https://www.cleco.com/media/press-releases/detail/2022/04/11/cleco-power-launches-major-louisiana-economic-initiative-project-diamond-vault,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976164,        1,,VI,Geologic Sequestration,Louisiana,,,,,,,"Invoice No. 1290654 - Mja/Eng 5/22/24
Dnrco0000012",,,,,,,,45061,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Cleco Power Llc,CLECO Power,Cldv-Iw4,Diamond Vault,https://www.cleco.com/media/press-releases/detail/2022/04/11/cleco-power-launches-major-louisiana-economic-initiative-project-diamond-vault,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976164,        1,,VI,Geologic Sequestration,Louisiana,,,,,,,"Invoice No. 1290654 - Mja/Eng 5/22/24
Dnrco0000012",,,,,,,,45062,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Cleco Power Llc,CLECO Power,Cldv-Iw5,Diamond Vault,https://www.cleco.com/media/press-releases/detail/2022/04/11/cleco-power-launches-major-louisiana-economic-initiative-project-diamond-vault,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976164,        1,,VI,Geologic Sequestration,Louisiana,,,,,,,"Invoice No. 1290654 - Mja/Eng 5/22/24
Dnrco0000012",,,,,,,,45063,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Cleco Power Llc,CLECO Power,Cldv-Iw6,Diamond Vault,https://www.cleco.com/media/press-releases/detail/2022/04/11/cleco-power-launches-major-louisiana-economic-initiative-project-diamond-vault,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976164,        1,,VI,Geologic Sequestration,Louisiana,,,,,,,"Invoice No. 1290654 - Mja/Eng 5/22/24
Dnrco0000012",,,,,,,,45064,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Conocophillips Company,ConocoPhillips,Gumbo North Test,,https://www.conocophillips.com/sustainability/low-carbon-technologies/low-carbon-opportunities/,https://www.dnr.louisiana.gov/assets/OC/ClassVI/PermitsandApplications/DraftPermitApplNo44853Conoco.pdf,        1,,V,Strat Test,Louisiana,CAMERON,,,1215837,407123,"From The Ngs Monument ""Crmscs Sm 08"" Go N 88 Degrees 46' 29"" W 32,669' To Location In Sec 14, T15S-R15W In Cameron Parish","Include Inj. Fluid Analysis Provision In Permit To Construct--Re 1/23/2024
Cup Verification Needed Before Permit Issuance--Re 1/24/2024
Uic-25 Strat Test, New Drill
",,,,,,,,44853,Louisiana,,,12/29/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,"Denbury Carbon Solutions, Llc",ExxonMobil,Coastal Rental Corp,,https://lowcarbon.exxonmobil.com/,,        1,,V,Strat Test,Louisiana,ASCENSION,,,2163645,546621,"Surface Location Being N49 Degrees 53'10""W,621.63' From Usc&Gs Monument ""Lavert 1973"", Located In Section 16, T10S-R4E, Ascension Parish, Louisiana.","Opertaor Request To Hold In Abeyance 4/19/23 - Lcs
Expedited Review Approved Dnrms1000552 - Mba
Invoice 1259010",,,,,,,,43680,Louisiana,,,11/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,"Denbury Carbon Solutions, Llc",ExxonMobil,Draco Izm,Draco,https://lowcarbon.exxonmobil.com/,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976118,        1,,V,Strat Test,Louisiana,VERNON,,,1839997,86417,"Surface Location To Be +/- 894' From The West Line And +/- 1918' From The North Line Of Section 8, Located In Section 8, T2S-R6W, Vernon Parish, Louisiana","Uic-42 Received Via Mail On 6/06/2024-Ajm
Do Not Issue A Permit To Utilize Until An Acceptable Injection Fluid Analysis Has Been Recieved
Expedited Review Approved Dnrms1000552 - Mba
Invoice 1272957
Uic-25 Strat Test New Drill Received By Fedex And Given To Laura -Pbc 7/5/23",,,,976118,,976118,17115880920000,44308,Louisiana,,,6/29/2023,,,,,,,,12/22/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
