Data Center Name,Address Name ,Street Number ,Street Name,Zip code,City,State ,Lattitude,Longitude,Description,,,,
CyrusOne SAT1 - San Antonio,CyrusOne Data Centers,9999,Westover Hills Blvd,78251,San Antonio,Texas,29,-98.68807559,"CyrusOne's 200,000 square foot Lewisville / North Texas data center provides redundant power architecture, high density capability, and abundance of connectivity to many local and international companies.

CyrusOne (NASDAQ: CONE) specializes in highly reliable enterprise-class, carrier-neutral data center properties. The company provides mission-critical data center facilities that protect and ensure the continued operation of IT infrastructure for more than 500 customers, including nine of the global Fortune 20 and more than 100 of the Fortune 1000 companies.

CyrusOne’s data center offerings provide the flexibility, reliability, and security that enterprise customers require and are delivered through a tailored, customer service-focused platform designed to foster long-term relationships. CyrusOne's internet interconnection platform provides robust connectivity options for enterprises, content, and telecommunications companies. CyrusOne is committed to full transparency in communication, management, and service delivery throughout its 25 data centers worldwide.",,,,
CyrusOne SAT2 - San Antonio,CyrusOne Data Centers,9554,Westover Hills Blvd,78251,San Antonio,Texas,29,-98.67296213,"Located near CyrusOne’s first San Antonio facility SAT1, the SAT2 site has up to to 196,000 colocation square feet (CSF) and 20,000 sq. ft. of superior Class A office space that can be used by customers.

The National IX platform at SAT2 provides customers with accessibility to high-performance, low-cost data transfer and unites multiple state-of-the-art CyrusOne sites in Texas and beyond.",,,,
CyrusOne SAT5 - San Antonio,CyrusOne Data Centers,14719,Omicron Dr.,78245,San Antonio,Texas,29,-98.78764036,"This campus has 50,000 square feet of raised space per floor and provides connections to the San Antonio Metro IX and CyrusOne National IX with on-ramps to major cloud providers through Megaport.

The SAT5 San Antonio data center is well-suited for enterprise clients that require a robust data center infrastructure for mission-critical applications. This location is in an area considered one of the safest in the country, free from natural disasters including seismic activity, tornados, and hurricanes. SAT5 also offers Class A office space as well as CyrusOne’s seven layers of physical security.",,,,
H5 Data Centers San Antonio,H5 Data Centers,100,Taylor St.,78205,San Antonio,Texas,29,-98.48682459,"H5 Data Centers' San Antonio data center is in an 85,000 SF carrier hotel located at 100 Taylor Street in downtown San Antonio. The San Antonio data center features direct access to the key metro and long haul network providers in Texas. CenturyLink, LOGIX, Telia, Windstream, and other long haul carrier's networks are directly accessible from the San Antonio data center.",,,,
Amazon AWS SAT - 7400 Potranco,Amazon AWS,7400,Potranco Rd,78251,San Antonio,Texas,29,-98.63855873,,,,,
CloudHQ SAT Campus,CloudHQ,15255,Lambda Dr,78245,San Antonio,Texas,29,-98.79940633,"Situated west of San Antonio on the former site of the University of Texas Health Science Center, CloudHQ's expansive SAT campus delivers up to 600MW of critical IT load across five fully customizable data centers. Equipped with multiple on-site substations, the campus caters to diverse tenant needs and offers ample room for future expansion. Four diverse fiber paths connect the campus to a multitude of telecommunications providers, ensuring robust connectivity.
",,,,
Microsoft San Antonio (SAT15),Microsoft,3555,Westover Link,78251,San Antonio,Texas,29,-98.7023132,"This Microsoft data center is part of an Azure availability zone in the South Central US Azure region (Americas).

Please visit the website of Microsoft for further details about Microsoft San Antonio SAT15.",,,,
CyrusOne SAT9 - San Antonio,CyrusOne Data Centers,14815,Omicron Dr,78245,San Antonio,Texas,29,-98.784419,"CyrusOne's SAT8 and SAT9 data centers represent the latest expansion in San Antonio, Texas, a location strategically chosen for its stability and absence of natural disasters. These state-of-the-art facilities are designed to meet the high standards of Fortune 1000 companies, offering robust infrastructure for mission-critical applications. With advanced security measures, high-density power architecture, and a carrier-neutral environment, CyrusOne provides a reliable foundation for high-performance computing and disaster recovery solutions. The data centers also offer Class A office space, allowing companies to maintain close proximity to their critical IT operations. Planned to be fully compliant with industry standards and certifications, these facilities underscore CyrusOne's commitment to providing top-tier data center solutions.",,,,
Windstream San Antonio,Windstream,106,S St Mary's St,78205,San Antonio,Texas,29,-98.4912352,,,,,
Microsoft San Antonio (SN7),Microsoft,5200,Rogers Rd,78251,San Antonio,Texas,29,-98.69670893,This Microsoft data center is part of an Azure availability zone in the South Central US Azure region (Americas).,,,,
Microsoft San Antonio (SAT80 & SAT81),Microsoft,18844,Fm1957,78009,Castroville,Texas,29,-98.875989,This Microsoft data center is part of an Azure availability zone in the South Central US Azure region (Americas).,,,,
CyrusOne SAT8 - San Antonio,CyrusOne Data Centers,14677,Omicron Dr,78245,San Antonio,Texas,29,-98.78688629,"CyrusOne's SAT8 and SAT9 data centers represent the latest expansion in San Antonio, Texas, a location strategically chosen for its stability and absence of natural disasters. These state-of-the-art facilities are designed to meet the high standards of Fortune 1000 companies, offering robust infrastructure for mission-critical applications. With advanced security measures, high-density power architecture, and a carrier-neutral environment, CyrusOne provides a reliable foundation for high-performance computing and disaster recovery solutions. The data centers also offer Class A office space, allowing companies to maintain close proximity to their critical IT operations. Planned to be fully compliant with industry standards and certifications, these facilities underscore CyrusOne's commitment to providing top-tier data center solutions.",,,,
Microsoft San Antonio (SAT46),Microsoft,15000,Lambda Dr,78245,San Antonio,Texas,29,-98.80296466,This Microsoft data center is part of an Azure availability zone in the South Central US Azure region (Americas).,,,,
Microsoft San Antonio (SAT82),Microsoft,18844,Fm1957,78009,Castroville,Texas,29,-98.87596755,This Microsoft data center is part of an Azure availability zone in the South Central US Azure region (Americas).,,,,
Microsoft San Antonio,Microsoft,5150,Rogers Rd,78251,San Antonio,Texas,29,-98.69263842,This Microsoft data center is part of an Azure availability zone in the South Central US Azure region (Americas).,,,,
Microsoft Wiseman Boulevard (SAT14),Microsoft,3545,Wiseman Blvd,78251,San Antonio,Texas,29,-98.68144173,This Microsoft data center is part of an Azure availability zone in the South Central US Azure region (Americas).,,,,
Amazon AWS SAT - 12807 Donop,Amazon AWS,12807,Donop Rd,78223,Elmendorf,Texas,29,-98.38875623,,,,,
QTS San Antonio,QTS Data Centers,8535,Potranco Rd,78251,San Antonio,Texas,29,-98.6525258,"QTS San Antonio is a strategic location in North America, that connects to the east and west coasts, Canada, Mexico, and Central and South America.

Designed to meet rapid, large scale deployments, QTS San Antonio offers one of the most flexible, efficient builds in the region. The campus provides significant capacity to support ongoing growth.",,,,
Microsoft San Antonio (SAT40),Microsoft,15000,Lambda Dr,78245,San Antonio,Texas,29,-98.80293248,This Microsoft data center is part of an Azure availability zone in the South Central US Azure region (Americas).,,,,
SiteB Data,SiteB Data,911,North Frio St,78207,San Antonio,Texas,29,-98.50733139,"SiteB Data is San Antonio and South Texas' Premier Data Center. SiteB specializes in colocation, disaster recovery, business continuity, dedicated and managed hosting. SiteB is locally owned and operated. SiteB's Data Center is a carrier neutral, 27,000 ft building located near downtown.

A few of SiteB's features:

Utility power on dual services
Backup power supplied by redundant generators ( 500kw)
Carrier Neutral ( Carrier List provided on request)
UPS power by Powerware
Hot Aisle Containment
36 Cameras throughout Facility
Redundant Cooling
Cages Available
Multiple Voltages available to rack
Perimeter Fencing
Card Key and biometric access
Remote Hands Available",,,,
CloudBurst Central Texas,CloudBurst Data Centers,,,78666,San Marcos,Texas,30,-98.00648192,"CloudBurst Central Texas stands as a beacon of innovation and sustainability in the heart of Central Texas. This flagship data center, nestled on a sprawling 75-acre site between Austin and San Antonio, is designed to be a Next-Gen, Net-Zero facility with an initial capacity of 20MW, scalable to 30MW. The region's abundant sunshine, geological stability, and favorable climate make it an ideal location for this cutting-edge development.

The facility is powered by a robust 100MW solar energy infrastructure, featuring a Next-Gen solar farm located adjacent to the data center and several additional 10MW solar farms distributed locally. This ""behind the meter"" power generation ensures a cost-effective and sustainable energy supply.

CloudBurst Central Texas is tailored to support emerging technologies such as AI, immersive cooling, and high-density racks. It caters to a diverse clientele, including tech startups, SMMEs, high-profile businesses, government entities, NGOs, and technology innovators committed to Net-Zero practices. As the first of many planned modular facilities, it sets the standard for a unified design language and operational excellence that will be replicated across a global network, aiming to exceed 200MW in capacity.",,,,
Lumen San Antonio 3,Lumen,214,E Ramsey Rd,78216,San Antonio,Texas,30,-98.4921392,,,,,
Lumen San Antonio 2,Lumen,1203,N. Frio Street,78207,San Antonio,Texas,29,-98.50654129,"Facility Specifications

. Total Space: 12,000 sq. ft.
. Ceiling height: 25'0""
. Available on-site parking
. Loading dock

Environmental

. Temperature and humidity controlled
. Monitored building management system
. Fire suppression and smoke detection

Power

. DC Power
. Generator and battery backup

Security

. Stringent, multi-layered security control procedures
. Dual authentication system

Network Features

. Diverse fiber connectivity
. NPA-NXX: (210)-335
. Level 3 portfolio of services
. Backhaul services, if needed
. Alternate carrier networks available",,,,
Lumen San Antonio 1,Lumen,5130,Service Center Drive,78218,San Antonio,Texas,29,-98.39082226,"Facility Specifications

. Total Space: 31,725 sq. ft.
. Colocation Space: 1,458 sq. ft.
. Ceiling height: 25'0""
. Available on-site parking
. Loading dock

Environmental

. Temperature and humidity controlled
. Monitored building management system
. Fire suppression and smoke detection

Power

. DC Power
. Generator and battery backup

Security

. Stringent, multi-layered security control procedures
. Dual authentication system

Network Features

. Diverse fiber connectivity
. NPA-NXX: (210)-386
. Level 3 portfolio of services
. Backhaul services, if needed
. Alternate carrier networks available",,,,
SATC Co-Location Services,SATC Co-Location Services,3463,Magic Drive,78229,San Antonio,Texas,30,-98.5568925,"Host with a datacenter that is reliable, secure, and affordable.

Our services provide an economical solution for maintaining your data. Instead of building a dedicated data center in-house, you can store your servers on our premises.

We offer a highly secure environment that includes security cameras, fire detectors, multiple connections, filtered power and backup power generators 24/7.

SATC Co-Location Services is conveniently located in the San Antonio Technology Center, near IH-10 and Loop 410.

Whether you're a Fortune 500 or a 1 man show, we've got exactly what you need.

From Colo to Cloud, we will design a solution for your needs.",,,,
CityNAP,CityNAP,415,N Main,78205,San Antonio,Texas,29,-98.49418003,"CityNAP offers one of the most connected and security conscious facilities in San Antonio region. Besides power, ping and pipe our highly trained staff can provide a variety of services from setup, rack & stack, lights out, install, troubleshooting, gap analysis, pen testing along with compliance assistance. We recently did a number of upgrades and have space to turn-up a variety of configurations immediately.",,,,
San Antonio Data Center,"Five 9s Digital, LLC",8500,Vicar Drive,78218,San Antonio,Texas,30,-98.4073288,"Soon-to-be-vacant data center in San Antonio available for sale or lease. The building includes equipment and infrastructure. Excellent location with robust power and multiple fiber providers with proximity to Austin, Houston and Dallas. The data center is approximately 25,000 SF situated on 2.44 acres.",,,,
TRG Houston One,TRG Datacenters,2626,Spring Cypress Road,77388,Spring,Texas,30,-95.45906013,"Strategically located top-notch facilities, rigorous organizational practices, and exceptional customer service delivers hassle-free operations that are backed by our management team’s 20-year 100% uptime track record. Enjoy our commitment to excellence.

Purposefully built outside of the 500-year floodplain, and we then still built 3 feet above ground level. We maintained our 100% uptime throughout Harvey.

Being located near both the I-45 and I-99 makes our data center highly accessible by any part of Houston, and it's only a short drive to enjoy The Woodlands. That being said, with our Colo+ service you'll technically never have to visit, but you might want to.

Based on data from the NOAA (National Oceanic Atmospheric Association) we have a 100% guarantee of survival given a worst case scenario, our building remains over-prepared by 145% compared to the theoretical max wind speed. Less can be said for data centers located downtown.

Our facility uniquely features cutting-edge capabilities such as waterless cooling, indoor generators, and infinite fuel sources to provide the highest level of convenience, reliability and uptime for our clients.",,,,
Stream DC Houston I - The Woodlands,Stream Data Centers,4001,Technology Forest Blvd,77381,The Woodlands,Texas,30,-95.4864793,"Stream's The Woodlands campus offers a master-planned office environment, with no proximity to industrial uses, rail lines or flight paths, and is located 30 miles north of Downtown and more than 75 miles from the Gulf Coast.


HIGHLIGHTS:

- 74,901 SF freestanding, purpose-built data center

- Designed to withstand 185 mph winds and uplift

- 7 days of on-site fuel storage at full load

- 3 Private Data Center Suites, each with 10,000 SF of raised floor space

- Each PDC Suite has independent infrastructure, no shared equipment, private A/B telco rooms and private Disaster Recovery office space

- Secured perimeter security fence, K-4 crash rated controlled access points, 24/7 on-site security",,,,
12231 North Fwy (IAH13),Digital Realty,12231,North Fwy,77060,Houston,Texas,30,-95.4164759,,,,,
12235 North Fwy (IAH14),Digital Realty,12235,North Fwy,77060,Houston,Texas,30,-95.41668006,,,,,
12001-12245 North Freeway (IAH11),Digital Realty,12001-12245 ,North Freeway,77060,Houston,Texas,30,-95.41728413,"Digital Realty is the world's leading provider of premium data center solutions. Our clients and partners look to us to provide cloud-connected solutions that deliver the Right Workload, in the Right Place, at the Right Value. We simplify the process by delivering all that you need in a ""one-stop-shop"" of over 1,000 Network Service Providers.

IT decision makers choose to take advantage of the largest ecosystem of world-class US, European, and APAC carriers, hosting physical connection points for the world's telecommunications networks and Internet backbones. Our solutions provide low latency access to financial exchange and applications providers, media and content
providers, Cloud, Platform-as-a-Service (PaaS), and Software-as-a-Service (SaaS) providers worldwide.",,,,
12001 North Fwy (IAH10),Digital Realty,12001,North Fwy,77060,Houston,Texas,30,-95.41729486,"Digital Realty's IAH10 Data Center, located at 12001 North Freeway in Houston, Texas, is a state-of-the-art facility designed to meet the diverse needs of modern IT strategies. This single-story building encompasses 50,000 square feet, including 30,000 square feet of raised floor space, providing ample room for scalable growth. It boasts an impressive 1,125 kW of UPS capacity per suite, ensuring uninterrupted power supply with N+1 redundancy for both power and cooling systems. The center is a model of sustainability, proudly certified LEED Gold and powered by 100% renewable energy sources. Security is paramount, with 24x7 onsite security personnel, CCTV with 90-day backup, and biometric/photo badge access controls.",,,,
Digital Houston Campus,Digital Realty,12001-12245 ,North Fwy,77060,Houston,Texas,30,-95.41731632,,,,,
Data Foundry- Houston 2,Data Foundry,660,Greens Pkwy,77067,Houston,Texas,30,-95.42425426,"Data Foundry is a privately held company headquartered in Austin, Texas that provides data center colocation, disaster recovery and managed services for enterprise customers across a variety of industries including energy, healthcare and financial services. The company's premier data centers are supported by experienced onsite technicians, security staff and customer support 24 X 7 X 365. Founded in 1994, Data Foundry was one of the first 50 Internet Service Providers in the United States. Today, Data Foundry owns and operates purpose-built, carrier-neutral data centers in Texas and operates a global network with colocation presences for deployments worldwide. For more information, visit www.datafoundry.com or call 1.888.839.2794.",,,,
Skybox Houston One,Skybox Datacenters,22000,Franz Road,77449,Houston,Texas,30,-95.75584266,Skybox Datacenters builds and operates world-class data center facilities for enterprise grade users with ultra-low latency connectivity and mission critical resiliency as a core focus of our platform. Each Skybox facility is uniquely crafted to its particular market and the demands of its users.,,,,
Netrality - 1301 Fannin,Netrality,1301,Fannin Street,77002,Houston,Texas,30,-95.36576363,"CONNECTIVITY
´ Carrier-neutral, building-owned and managed Meet Me Room
´ No monthly recurring cross connect fees
´ Metro dark fiber, long haul transport and cable providers
INFRASTRUCTURE
´ 200mph wind-rated windows
´ 18"" raised flooring
´ 16' ceiling heights
´ Reinforced structure in place for generator plan expansion
´ Traditional office space for disaster recovery or trading floor applications
available
´ Abundant fiber connections
COOLING
´ 2,400 tons of N+1 redundant chilled water capacity backed up by fully
redundant cooling towers
100G DWDM CAPABLE IN MEET ME ROOM
´ Reduces network operating expenses
´ Adds redundancy and route diversity
´ Avoids multiple points of failure
ELECTRICAL
´ Two Diverse electrical feeds from Polk St. substation (redundancy)
´ Eight 3,000 KVA transformers and one 2,000 KVA (26 megawatts of
incoming power)
´ 2,000 KVA UPS system (supports all building systems & Tenant critical
loads)
´ Nine 1,040-2,000 KW diesel generators synchronized by parallel
switching systems in two separate generator farms
´ 65,000 gallon fuel supply for backup generators, consisting of a 60,000
gallon underground tank and 5,000 gallons in day tanks throughout the
building
SECURITY
´ 24-7 manned security, with camera surveillance and multiple secure
points of entry
´ 24-7 mechanical engineering staff on site
AMENITIES
´ Tenant meetings and conference rooms available
´ Luby's Cafeteria and fitness center with showers",,,,
EdgeConneX Houston,EdgeConneX,1510,Prime West Parkway,77449,Katy,Texas,30,-95.74486989,"StratITsphere, a technology services company based in the Houston area, invested $15 million to renovate a warehouse in Katy into a new company headquarters and state-of-the-art data center. And that’s just the first phase of the project the company unveiled today.

“Texas, especially in the Houston area, has a robust economy and a great environment for business,” said Stephen Webster, president and CEO of StratITsphere. “This is the right time and the right place to invest in the future.”

The company will move from its offices in Humble to the 94,000-square-foot facility at 1510 Primewest Parkway in January. StratITsphere plans to invest additional millions to build out the facility over the next five years.

The first phase of development will create 10 jobs in 2011 with an annual payroll of $1 million, Webster said. The employee base will grow to 35 during the next five years.

The building represents the highest quality of data center that can be built. A data center provides a secure off-site location for companies to store their most important computer equipment and data, Webster said.

The site offers 24-hour manned security and advanced physical safeguards like video surveillance equipment and biometric locks to keep equipment and data secure, he said. In the event of an emergency, the site has generators, showers, kitchens and other amenities that allow it to operate independently from the outside world for up to six days. It also has multiple internet connections to guarantee clients can access their systems and data and keep their businesses open.

“If you have to evacuate for a hurricane and your systems are in our facility, you can run your business by pulling into a Starbucks and opening up your laptop,” Webster explained. Clients also can set up shop or camp out in data center if their respective offices are unusable.

Most companies can’t afford or justify the expense to build and maintain such facilities on their own, so there is great demand to rent space from firms like StratITsphere, Webster said. Nationally, demand for such services is outpacing available supply by a 3-1 ratio.

Along with the data center, StratITsphere offers IT infrastructure and security consulting to Fortune 500 companies, including many energy companies based in Houston.

“Most companies don’t get the full benefit from the millions of dollars they spend on computers and technology because they don’t know exactly what they should buy, or they don’t know how to use all the capabilities they’ve purchased,” Webster said. “We help them on both counts, and help them secure their systems so a low-level employee can’t post company secrets on WikiLeaks.”",,,,
DataBank HOU1 - Westway Park I,DataBank,5150,Westway Park Blvd,77041,Houston,Texas,30,-95.55511839,"162,000 sq. ft. data center / 112,000 sq. ft. of raised white floor
- SSAE 16 (SOC I type II), PCI DSS (sec 9 & 12), HIPAA, ISO 27001, FISMA, TIA 942 Class 4
- High Performance Computing (HPC) capable, supports 250 watts per square foot with the ability to support over 1,000 wpsf
- Efficient, divisible floor plates
- Extra layer of physical security including hurricane shutters, extra diesel on-site, outside of flood zone
- Carrier-neutral, as well as dark-fiber connectivity option
- Part of CyrusOne Texas IX (Internet Exchange)
- 100% uptime service level agreement on power
- Oil and gas, as well as healthcare and medical colocation options.
- 24 x 7 On-site Security",,,,
"FIBERTOWN - Houston, Texas",FIBERTOWN,12031,North Freeway,77067,Houston,Texas,30,-95.41731059,"Since 1997, FIBERTOWN has delivered fault tolerant colocation and disaster recovery solutions out of its data centers and business continuity campus in Bryan/College Station. The unique service aisle design, 100% uptime guarantee, and superior service have created raving fans and loyal customers of Fortune 500 organizations and mid-size companies along the Gulf Coast.

In 2011, FIBERTOWN joined forces with Digital Realty Trust - a recognized name in data center design - to expand operations into Houston. The new state-of-the-art, 30,000 sq.ft. colocation facility in North Houston features the latest in modular data center design, high-performance 2N redundancy, and carrier-neutral connectivity.

Companies also trust FIBERTOWN to design, build and manage business continuity worksites, ready to activate at a moment's notice. Disaster recovery procedures are crucial to organizations along the Gulf Coast. When business must go on, FIBERTOWN's DR office space solutions make sustaining operations quick, secure and reliable.

FIBERTOWN's SASE 16I certified data center and award-winning DR office space offer clients a carrier neutral, one-stop shop for best-in-class technology and amenities to support business continuity needs.",,,,
DataBank HOU5 - Houston Galleria,DataBank,4201,Southwest Freeway,77027,Houston,Texas,30,-95.44506128,"Previously owned by CyrusOne and known as CyrusOne Houston - Galleria. Acquired by DataBank in 2022, along with three other CyrusOne data centers in Texas (West I, West II and West III, located on the Westway Park Boulevard Campus).

- 125,000 sq feet campus
- 81,000 sq feet rwf space
- 42.5 MW of power available
- Efficient and Divisible Floor Plates
- 24 X 7 onsite security
- 2N Architecture
- 12 Generators
- Multiple Fuel Tanks
- Multiple UPS and PDUs
- Closed Loop Water System
- Redundant CRAC Units
- TW Telecom, AboveNet, Phonoscope
- Backbone Carrier Network Metro Building Fiber: AboveNet, Airband, Alpheus, AT&T, Cogent, Comcast, Phonoscope, TW Telecom, Verizon, Yipes
- Redundant Dark Fiber, Gig-E Wireless
- WAN Backbone
- Technical Staff On-Site 24x 7 x 365",,,,
1001 Texas Data Center,1001 Texas Data Center,1001,Texas Ave.,77002,Houston,Texas,30,-95.36211273,"SERVER HOSTING AND DATA CENTER FACILITIES
1001 Texas provides state of the art hosting and data center facilities allowing customers to host their equipment within its secure premises. 1001 Texas has 2 state of the art Data Centers within 1001 Texas Ave.

The facilities are purpose build, and have been designed with fully redundant systems:

Security
. Solid reinforced walls with storm shuttered windows.
. Premises manned 24/7
. Reinforced steel doors
. Tag and PIN entry system with logging
. CCTV cameras monitoring all aisles and entry points
. Intrusion detection

Power
. Onsite electrical substation
. 2 separate banks of UPS's providing each rack with 2 independent feeds
. Onsite generator

Environmental
. Fully redundant temperature control system
. Remote notification of temperature and humidity variation

Fire Protection
. FM200 gas suppression system
. HSSD early detection system
. Fire detection remote notification and alarm

Monitoring
. All systems are monitored from the operations center on a 24/7 basis by engineers onsite to immediately respond to any anomalies.

Telecommunications infrastructure
. Telecommunications to this building is provided by multiple fiber rings entering the premises at geographically diverse points.",,,,
DataBank HOU2 - Westway Park II,DataBank,5170,Westway Park Blvd,77041,Houston,Texas,30,-95.55665253,"DataBank offers the largest footprint of metros and datacenters in the U.S. capable of putting your workloads within 50 miles of half the population.

DataBank’s HOU2 data center is located on their Westway Park Campus, 20 mins west of downtown Houston, just off Beltway 8 between I-10 and 290. This prime location ensures easy accessibility for clients and optimal connectivity, essential for high-performance data operations. With its robust infrastructure and strategic placement, DataBank’s HOU2 data center offers unparalleled reliability and efficiency for businesses seeking top-tier hosting solutions in the heart of Houston’s tech hub.",,,,
DataBank HOU3 - Westway Park III,DataBank,11003,Corporate Centre Dr,77041,Houston,Texas,30,-95.56042911,"DataBank offers the largest footprint of metros and datacenters in the U.S. capable of putting your workloads within 50 miles of half the population.

DataBank’s HOU3 data center is located on their Westway Park Campus, 20 mins west of downtown Houston, just off Beltway 8 between I-10 and 290. It provides scalable, redundant power feeds and is located along a major fiber corridor providing access to the fastest and most reliable telecommunications networks in Houston. This strategic location ensures optimal connectivity for businesses seeking robust network infrastructure. With its scalable power and prime fiber connectivity, DataBank’s HOU3 data center offers a secure and high-performance environment, meeting the demands of today’s digital landscape while fostering growth for tomorrow.",,,,
Cogent Data Center - Houston,"Cogent Communications, Inc.",12061,North Frwy,77060,Houston,Texas,30,-95.41639768,"On-Net Products
- IP Transit
- Ethernet Transport Service

Standard Rack Configuration
- 42U APC Cabinets (Model: AR3100).
- Power extra (110v/20amp or 2x110v/20amp is standard)

Carrier Availability
- AT&T
- ICTX

Facilities
- 27,460 square feet of non-raised floor colocation space
- Custom cages available

Security
- C*CURE Software House card reader/access badge system (6 card readers total)
- Entrance into data center requires HID card swipe and unique PIN code
- 5 IP cameras in use w/ 24/7 monitoring & recording capabilities to Cogent NOC; 1 at main entrance
- Security guard patrols the complex parking lot 24X7

UPS Systems
- 1 160kVA Liebert NX Unit
- 1 100kVA Schneider Electric / MGE UPS Unit

Battery Room
- 40 UPS Batteries for Liebert
- 36 UPS Batteries for MGE

Generator Systems
- 2 Onan/Cummins Diesel Generators, 1500kW
- 2500 gallon diesel storage tank for each generator
- 2 2000 Amp Automatic Transfer Switches

HVAC
- 17 - 30 ton Liebert HVAC units with rooftop condensers

Electrical/Fire/Monitoring
- 480v 3-phase utility feed - 4,000 amps
- Liebert PDU
- 3 4400 Amp Lorain DC Systems, 24 Lorain BDFB's
- Fire suppression & detection system consists of heat detectors, smoke heads and a preaction sprinkler system",,,,
CyrusOne Houston (Greenspoint),CyrusOne Data Centers,12085,North Freeway,77060,Houston,Texas,30,-95.41742739,"CyrusOne (NASDAQ: CONE) specializes in highly reliable enterprise-class, carrier-neutral data center properties. The company provides mission-critical data center facilities that protect and ensure the continued operation of IT infrastructure for more than 500 customers, including nine of the global Fortune 20 and more than 100 of the Fortune 1000 companies.

CyrusOne’s data center offerings provide the flexibility, reliability, and security that enterprise customers require and are delivered through a tailored, customer service-focused platform designed to foster long-term relationships. CyrusOne's internet interconnection platform provides robust connectivity options for enterprises, content, and telecommunications companies. CyrusOne is committed to full transparency in communication, management, and service delivery throughout its 25 data centers worldwide.",,,,
Cogent Data Center - Houston 2,"Cogent Communications, Inc.",8902,Point Six Circle,77095,Houston,Texas,30,-95.62601783,,,,,
Data Foundry - Houston 1,Data Foundry,5555,"San Felipe
Suite 625",77056,Houston,Texas,30,-95.47158123,"The premier data center resource for the Gulf Coast community, Data Foundry's Houston Data Center (HDC) is one of the largest fiber meet-me-rooms in Houston, incorporating several network providers into its facility, and offering companies a wide range of options including a managed internet offering across multiple providers. N+1 Power Configurations supported by multiple fuel sources, including natural gas and diesel, provide excellent system redundancy and reliability. HDC, which has undergone a number of major capital improvements in the past two years, has been operated by Data Foundry since 1997.

Data Foundry has been providing data center outsourcing, colocation and disaster recovery services since 1994, supporting thousands of customers across a wide variety of businesses including energy, financial services, healthcare, high performance computing firms, as well as hosting service providers and technology companies.",,,,
Equinix HO1,Equinix,1515,Aldine Meadows Road,77032,Houston,Texas,30,-95.364309,"HO1 IBX Data Centre is located in the Greater Houston area and is the ideal location for energy, oil and gas, and production firms.",,,,
Verizon Houston,Verizon Communications Inc.,2401,Portsmouth Street,77098,Houston,Texas,30,-95.41705486,"Switched and dedicated access to transport facilities via cost-effective, high-capacity metropolitan and long-haul XO network facilities

Great performance and reliability, while reducing your total operating costs
XO provides and installs cabinets and cages. Cages come complete with locking door and ladder racking above. Cabinets come with fans and locking doors. Installation is charged per cabinet or cage space. Power is sold separately.

Direct access to the XO network and services.

Features & Benefits:

Colocation facilities with customized design, expedient implementation, AC or DC power, back-up power supplies, temperature and humidity controls, and fire suppression systems

Large nationwide footprint with locations in prime metropolitan areas

24x7 Technical Services available on a time-used basis to support your equipment

24x7 on-site physical security, including motion detectors, security cameras, individually locking cabinets and cages and card-key access in select locations

24x7 monitoring of network services

24-hour access (with security escort where necessary)

Direct access to the XO multi-terabit backbone network
",,,,
Lumen Houston 1,Lumen,12001 1-45 ,North,77003,Houston,Texas,30,-95.37289042,"Facility Specifications
. Total Space: 51,300 sq. ft.
. Colocation Space: 14,816 sq. ft.
. Ceiling height: 30'0""
. N+1HVAC configuration
. Loading dock
. Available on-site parking
. SSAE 16 Type 2 SOC 1
. PCI DSS

Environmental
. Temperature and humidity controlled
. Monitored building management system
. Fire suppression and smoke detection

Power
. AC and DC Power
. Generator, UPS, and battery backup

Security
. Stringent, multi-layered security control procedures
. Dual authentication system

Network Features
. Diverse fiber connectivity
. NPA-NXX: (281)-618
. Level 3 portfolio of services
. Backhaul services, if needed
. Alternate carrier networks available",,,,
Energy Transfer Data Center,Energy Transfer,7210,Ardmore,77054,Houston,Texas,30,-95.38093246,"The Southern Union Data Center, a Tier III design, SSAE16-compliant data center located 5 miles south of downtown Houston, Texas, provides co-location data center services to small, medium and large companies.

Our existing customers have found the Southern Union Data Center is a cost-effective alternative to building their own computer rooms or data centers. Raised data center space, which includes power, cooling and secured access is available now for a monthly fee.",,,,
Lumen Houston 3,Lumen,2300,Lyons Avenue,77020,Houston,Texas,30,-95.34595919,"Facility Specifications
. Total Space: 23,870 sq. ft.
. Colocation Space: 7,877 sq. ft.
. Ceiling height: 21?""
. N+1HVAC configuration
. Available on-site parking

Environmental
. Temperature and humidity controlled
. Monitored building management system
. Fire suppression and smoke detection

Power
. AC and DC Power
. Generator and battery backup

Security
. Stringent, multi-layered security control procedures

Network Features
. Diverse fiber connectivity
. NPA-NXX: (832)-553
. Level 3 portfolio of services
. Backhaul services, if needed
. Alternate carrier networks available",,,,
Crown Castle Houston (TX1),CROWN CASTLE,801,Louisiana St,77002,Houston,Texas,30,-95.36628243,"Crown Castle owns and operates approximately 80,000 route miles of fiber supporting small cells and fiber solutions across every major US market. We have 900+ connected datacenters and 100+ colocation facilities including regen huts and pedestals. Our colocation centers offer full connectivity to the Crown Castle metro and long-haul optical network, providing fully managed, high capacity and scalable Ethernet, Wavelength and Internet services. With dual entrances into the building, Crown Castle is able to support diversity with network services as well as entrance facilities for our customers. This is also a carrier neutral facility, which enables connectivity to diverse providers.

Crown Castle offers additional colocation facilities throughout the United States. Check our website for further details.",,,,
